Plot Title: 9735547_PHb1,,,,,,,,,,,,,,,,
#,,"Date Time, GMT-06:00",,"Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012371)","Water Content, m³/m³ (LGR S/N: 9735547, SEN S/N: 2012373)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700884)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9700885)","PAR, uE (LGR S/N: 9735547, SEN S/N: 9711280)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9719166)","Temp, °F (LGR S/N: 9735547, SEN S/N: 9721330)","RH, % (LGR S/N: 9735547, SEN S/N: 9721330)","Voltage, V (LGR S/N: 9735547, SEN S/N: 9725497)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734394)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734405)","Solar Radiation, W/m² (LGR S/N: 9735547, SEN S/N: 9734418)","Batt, V (LGR S/N: 9735547)"
Site,Treatment,Date,Time,SWC.right,SWC.left,PAR.up,PAR.left,PAR.right,ST,Air.T,RH,V,SR.up,SR.left,SR.right,V
LM,control,9/19/2018,10:00,-0.0288,0.0809,1268.7,51.2,46.2,52.029,67.757,29.2,-0.1835,636.9,53.1,55.6,4.406
LM,control,9/19/2018,10:10,-0.0288,0.0809,1293.7,53.7,48.7,52.423,68.185,29.4,-0.1835,650.6,54.4,55.6,4.393
LM,control,9/19/2018,10:20,-0.0288,0.0809,1563.7,63.7,56.2,52.817,69.427,27.9,-0.1835,793.1,65.6,66.9,4.418
LM,control,9/19/2018,10:30,-0.028,0.0816,1703.7,68.7,61.2,53.341,72.05,26.1,-0.1835,864.4,71.9,73.1,4.406
LM,control,9/19/2018,10:40,-0.028,0.0824,1713.7,68.7,63.7,53.82,72.178,26.4,-0.1835,865.6,71.9,73.1,4.393
LM,control,9/19/2018,10:50,-0.0273,0.0824,1561.2,63.7,56.2,54.343,72.567,26.5,-0.1835,785.6,64.4,65.6,4.393
LM,control,9/19/2018,11:00,-0.0273,0.0831,1646.2,66.2,58.7,54.909,73.774,26.2,-0.1835,834.4,66.9,68.1,4.418
LM,control,9/19/2018,11:10,-0.028,0.0824,801.2,31.2,28.7,55.472,71.103,27.7,-0.1886,400.6,30.6,31.9,4.4
LM,control,9/19/2018,11:20,-0.028,0.0831,538.7,21.2,18.7,55.992,71.404,27.9,-0.1835,271.9,20.6,20.6,4.393
LM,control,9/19/2018,11:30,-0.028,0.0831,356.2,13.7,11.2,56.512,69.129,29.5,-0.1835,180.6,13.1,14.4,4.454
LM,control,9/19/2018,11:40,-0.0266,0.0824,621.2,23.7,21.2,56.944,65.959,33.1,-0.1835,306.9,23.1,24.4,4.406
LM,control,9/19/2018,11:50,-0.0273,0.0831,1851.2,71.2,66.2,57.42,69.129,33.3,-0.1835,943.1,73.1,73.1,4.4
LM,control,9/19/2018,12:00,-0.028,0.0831,488.7,16.2,16.2,57.765,66.643,34,-0.1835,248.1,19.4,19.4,4.393
LM,control,9/19/2018,12:10,-0.0288,0.0831,776.2,28.7,26.2,58.066,67.627,33.9,-0.1835,385.6,29.4,29.4,4.418
LM,control,9/19/2018,12:20,-0.028,0.0838,881.2,33.7,31.2,58.368,69.728,32.5,-0.1835,436.9,33.1,33.1,4.406
LM,control,9/19/2018,12:30,-0.028,0.0838,726.2,28.7,26.2,58.626,67.5,33.4,-0.1835,353.1,26.9,26.9,4.4
LM,control,9/19/2018,12:40,-0.0273,0.0838,478.7,18.7,16.2,58.885,67.586,33.6,-0.1835,234.4,18.1,18.1,4.393
LM,control,9/19/2018,12:50,-0.028,0.0838,216.2,6.2,6.2,59.142,65.059,35.9,-0.1835,101.9,6.9,6.9,4.418
LM,control,9/19/2018,13:00,-0.0259,0.0831,171.2,6.2,6.2,59.315,63.775,37.2,-0.1835,76.9,4.4,4.4,4.4
LM,control,9/19/2018,13:10,-0.028,0.0831,268.7,8.7,8.7,59.486,58.239,54.9,-0.1835,131.9,8.1,9.4,4.4
LM,control,9/19/2018,13:20,-0.0288,0.0838,308.7,8.7,8.7,59.616,53.82,73,-0.1835,158.1,10.6,10.6,4.43
LM,control,9/19/2018,13:30,-0.0288,0.0853,376.2,11.2,11.2,59.659,52.992,72,-0.1835,194.4,13.1,14.4,4.418
LM,control,9/19/2018,13:40,-0.028,0.086,396.2,11.2,13.7,59.702,53.341,70.2,-0.1835,205.6,14.4,15.6,4.442
LM,control,9/19/2018,13:50,-0.0288,0.086,301.2,8.7,11.2,59.659,54.865,69.3,-0.1835,154.4,10.6,10.6,4.406
LM,control,9/19/2018,14:00,-0.0288,0.0853,188.7,6.2,6.2,59.659,54.516,67.2,-0.1835,90.6,5.6,6.9,4.4
LM,control,9/19/2018,14:10,-0.0288,0.0853,156.2,3.7,3.7,59.572,52.246,75.3,-0.1835,74.4,4.4,4.4,4.418
LM,control,9/19/2018,14:20,-0.0288,0.0904,141.2,1.2,3.7,59.529,50.445,84,-0.1835,61.9,3.1,3.1,4.406
LM,control,9/19/2018,14:30,-0.028,0.0889,133.7,1.2,3.7,59.401,50.797,83,-0.1835,59.4,3.1,3.1,4.4
LM,control,9/19/2018,14:40,-0.028,0.0896,148.7,1.2,3.7,59.315,49.825,83.9,-0.1835,68.1,3.1,3.1,4.418
LM,control,9/19/2018,14:50,-0.0273,0.0911,158.7,1.2,3.7,59.229,49.338,85.3,-0.1835,74.4,3.1,3.1,4.4
LM,control,9/19/2018,15:00,-0.0273,0.0925,136.2,1.2,3.7,59.099,48.672,86.8,-0.1835,61.9,3.1,3.1,4.448
LM,control,9/19/2018,15:10,-0.0266,0.0925,116.2,1.2,1.2,58.971,48.405,87.7,-0.1835,51.9,1.9,1.9,4.406
LM,control,9/19/2018,15:20,-0.0251,0.0925,108.7,1.2,1.2,58.842,47.826,89.7,-0.1835,49.4,1.9,1.9,4.4
LM,control,9/19/2018,15:30,-0.0259,0.0925,121.2,1.2,1.2,58.712,47.691,90.9,-0.1835,55.6,1.9,3.1,4.412
LM,control,9/19/2018,15:40,-0.0244,0.0925,136.2,1.2,1.2,58.582,47.334,91.4,-0.1835,64.4,3.1,3.1,4.4
LM,control,9/19/2018,15:50,-0.0215,0.0933,166.2,3.7,3.7,58.411,47.512,92.5,-0.1835,80.6,4.4,4.4,4.418
LM,control,9/19/2018,16:00,-0.0012,0.0947,138.7,1.2,3.7,58.282,46.974,91.8,-0.1835,66.9,3.1,3.1,4.406
LM,control,9/19/2018,16:10,0.0344,0.0947,136.2,1.2,3.7,58.152,47.109,92.7,-0.1835,68.1,3.1,3.1,4.4
LM,control,9/19/2018,16:20,0.0381,0.0947,131.2,1.2,1.2,58.023,46.616,92.3,-0.1835,65.6,3.1,3.1,4.418
LM,control,9/19/2018,16:30,0.0744,0.0983,156.2,1.2,3.7,57.893,46.436,92.1,-0.1835,80.6,4.4,4.4,4.4
LM,control,9/19/2018,16:40,0.0904,0.0976,153.7,1.2,3.7,57.765,46.436,91.6,-0.1835,79.4,4.4,4.4,4.43
LM,control,9/19/2018,16:50,0.0729,0.0969,118.7,1.2,1.2,57.636,46.166,91.5,-0.1835,60.6,3.1,3.1,4.418
LM,control,9/19/2018,17:00,0.0729,0.0969,131.2,1.2,1.2,57.506,45.896,91.7,-0.1835,69.4,3.1,3.1,4.406
LM,control,9/19/2018,17:10,0.0991,0.0983,133.7,1.2,1.2,57.42,46.391,92.8,-0.1835,71.9,4.4,4.4,4.418
LM,control,9/19/2018,17:20,0.0773,0.0918,138.7,1.2,3.7,57.29,46.301,93.1,-0.1835,74.4,4.4,4.4,4.418
LM,control,9/19/2018,17:30,0.0642,0.0889,126.2,1.2,1.2,57.16,46.166,93.2,-0.1835,66.9,3.1,3.1,4.406
LM,control,9/19/2018,17:40,0.0555,0.0874,93.7,1.2,1.2,57.074,45.941,93.3,-0.1835,50.6,1.9,3.1,4.418
LM,control,9/19/2018,17:50,0.0511,0.0867,91.2,1.2,1.2,56.944,45.896,94,-0.1835,49.4,1.9,3.1,4.406
LM,control,9/19/2018,18:00,0.049,0.0882,56.2,1.2,1.2,56.901,45.896,94.3,-0.1835,30.6,0.6,0.6,4.4
LM,control,9/19/2018,18:10,0.0475,0.0882,43.7,1.2,1.2,56.772,45.806,94.6,-0.1835,24.4,0.6,0.6,4.406
LM,control,9/19/2018,18:20,0.0475,0.0896,33.7,1.2,1.2,56.685,45.714,94.7,-0.1835,18.1,0.6,0.6,4.4
LM,control,9/19/2018,18:30,0.0482,0.0947,33.7,1.2,1.2,56.556,45.761,95,-0.1835,18.1,0.6,0.6,4.418
LM,control,9/19/2018,18:40,0.0657,0.0962,26.2,1.2,1.2,56.469,45.714,95.1,-0.1835,15.6,0.6,0.6,4.4
LM,control,9/19/2018,18:50,0.1005,0.0983,23.7,1.2,1.2,56.383,45.399,95.1,-0.1835,15.6,0.6,0.6,4.406
LM,control,9/19/2018,19:00,0.1049,0.0983,6.2,1.2,1.2,56.251,45.354,95.4,-0.1835,5.6,0.6,0.6,4.4
LM,control,9/19/2018,19:10,0.1078,0.0983,1.2,1.2,1.2,56.122,45.172,95.5,-0.1835,0.6,0.6,0.6,4.4
LM,control,9/19/2018,19:20,0.0991,0.0976,1.2,1.2,1.2,56.035,44.809,95.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,19:30,0.094,0.0962,1.2,1.2,1.2,55.906,45.036,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,19:40,0.0874,0.0933,1.2,1.2,1.2,55.776,45.127,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,19:50,0.0809,0.0925,1.2,1.2,1.2,55.69,45.036,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:00,0.0795,0.0933,1.2,1.2,1.2,55.558,45.036,95.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:10,0.0795,0.0925,1.2,1.2,1.2,55.429,44.946,95.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:20,0.0773,0.0925,1.2,1.2,1.2,55.342,44.764,95.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:30,0.078,0.0933,1.2,1.2,1.2,55.213,44.809,95.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:40,0.078,0.0918,1.2,1.2,1.2,55.081,45.127,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,20:50,0.0766,0.0925,1.2,1.2,1.2,54.952,45.217,95.5,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,21:00,0.078,0.0947,1.2,1.2,1.2,54.865,45.127,95.8,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,21:10,0.0787,0.0947,1.2,1.2,1.2,54.734,44.856,95.7,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,21:20,0.0816,0.0969,1.2,1.2,1.2,54.648,44.901,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,21:30,0.0889,0.0962,1.2,1.2,1.2,54.561,44.764,95.5,-0.1835,0.6,0.6,0.6,4.418
LM,control,9/19/2018,21:40,0.0882,0.094,1.2,1.2,1.2,54.473,44.674,95.6,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,21:50,0.0853,0.0925,1.2,1.2,1.2,54.343,44.719,95.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,22:00,0.0838,0.0918,1.2,1.2,1.2,54.255,44.627,95.3,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,22:10,0.0831,0.0933,1.2,1.2,1.2,54.169,44.946,95.1,-0.1835,0.6,0.6,0.6,4.393
LM,control,9/19/2018,22:20,0.0896,0.0976,1.2,1.2,1.2,54.082,44.809,95.3,-0.1835,0.6,0.6,0.6,4.387
LM,control,9/19/2018,22:30,0.0904,0.0925,1.2,1.2,1.2,53.994,44.582,95.3,-0.1835,0.6,0.6,0.6,4.387
LM,control,9/19/2018,22:40,0.0853,0.0896,1.2,1.2,1.2,53.908,44.31,95.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,22:50,0.0816,0.0882,1.2,1.2,1.2,53.82,44.445,95.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:00,0.0795,0.0867,1.2,1.2,1.2,53.69,44.4,95.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:10,0.0766,0.0867,1.2,1.2,1.2,53.645,44.627,94.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:20,0.0758,0.086,1.2,1.2,1.2,53.515,44.809,95,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:30,0.0744,0.086,1.2,1.2,1.2,53.472,44.445,95.3,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:40,0.0729,0.086,1.2,1.2,1.2,53.384,44.856,95.5,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/19/2018,23:50,0.0722,0.0853,1.2,1.2,1.2,53.298,44.4,95.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:00,0.0715,0.0853,1.2,1.2,1.2,53.253,44.582,95.8,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:10,0.07,0.0845,1.2,1.2,1.2,53.166,44.856,96.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:20,0.0693,0.0845,1.2,1.2,1.2,53.078,44.764,96.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:30,0.0686,0.0845,1.2,1.2,1.2,52.992,44.582,96,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:40,0.0678,0.0838,1.2,1.2,1.2,52.947,44.355,96.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,0:50,0.0671,0.0845,1.2,1.2,1.2,52.86,44.082,96.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,1:00,0.0664,0.0838,1.2,1.2,1.2,52.772,44.082,96.1,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,1:10,0.0657,0.0838,1.2,1.2,1.2,52.729,43.671,96.2,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,1:20,0.0657,0.0831,1.2,1.2,1.2,52.641,43.716,95.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,1:30,0.0657,0.0831,1.2,1.2,1.2,52.597,44.037,95.8,-0.1835,0.6,0.6,0.6,4.418
LM,control,9/20/2018,1:40,0.0649,0.0831,1.2,1.2,1.2,52.509,43.808,95.9,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,1:50,0.0649,0.0831,1.2,1.2,1.2,52.466,44.218,95.7,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,2:00,0.0642,0.0831,1.2,1.2,1.2,52.378,44.445,96.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,2:10,0.0635,0.0831,1.2,1.2,1.2,52.291,43.9,96.3,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,2:20,0.0628,0.0831,1.2,1.2,1.2,52.246,43.945,96.1,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,2:30,0.0628,0.0831,1.2,1.2,1.2,52.203,44.218,96.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,2:40,0.0628,0.0831,1.2,1.2,1.2,52.115,43.716,96.4,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,2:50,0.062,0.0831,1.2,1.2,1.2,52.072,43.624,96.3,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,3:00,0.062,0.0824,1.2,1.2,1.2,51.984,43.671,96.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,3:10,0.0613,0.0824,1.2,1.2,1.2,51.94,43.671,96.4,-0.1835,0.6,0.6,0.6,4.381
LM,control,9/20/2018,3:20,0.0613,0.0824,1.2,1.2,1.2,51.852,43.579,96.4,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,3:30,0.0613,0.0824,1.2,1.2,1.2,51.809,43.214,96.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,3:40,0.0606,0.0824,1.2,1.2,1.2,51.764,43.306,96.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,3:50,0.0606,0.0824,1.2,1.2,1.2,51.678,43.259,96.2,-0.1835,0.6,0.6,0.6,4.375
LM,control,9/20/2018,4:00,0.0606,0.0824,1.2,1.2,1.2,51.633,43.716,96.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,4:10,0.0598,0.0824,1.2,1.2,1.2,51.589,43.259,96.4,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,4:20,0.0598,0.0824,1.2,1.2,1.2,51.501,43.075,96.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,4:30,0.0598,0.0824,1.2,1.2,1.2,51.413,43.122,96.3,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,4:40,0.0598,0.0824,1.2,1.2,1.2,51.37,43.259,96.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,4:50,0.0598,0.0824,1.2,1.2,1.2,51.325,43.03,96.5,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:00,0.0591,0.0824,1.2,1.2,1.2,51.237,43.075,96.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:10,0.0591,0.0824,1.2,1.2,1.2,51.193,43.214,96.1,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:20,0.0591,0.0824,1.2,1.2,1.2,51.148,42.939,96.2,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:30,0.0584,0.0824,1.2,1.2,1.2,51.062,43.075,96,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:40,0.0584,0.0824,1.2,1.2,1.2,51.062,42.892,96.1,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,5:50,0.0584,0.0824,1.2,1.2,1.2,50.974,42.8,96,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:00,0.0577,0.0816,1.2,1.2,1.2,50.929,42.892,95.8,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:10,0.0577,0.0824,1.2,1.2,1.2,50.886,42.616,95.6,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:20,0.0577,0.0816,1.2,1.2,1.2,50.841,42.064,96.1,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:30,0.0569,0.0816,1.2,1.2,1.2,50.797,41.416,96,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:40,0.0569,0.0816,1.2,1.2,1.2,50.709,40.626,96,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,6:50,0.0569,0.0816,3.7,1.2,1.2,50.709,40.764,95.6,-0.1835,0.6,0.6,0.6,4.369
LM,control,9/20/2018,7:00,0.0569,0.0816,8.7,1.2,1.2,50.621,40.626,95.7,-0.1835,3.1,0.6,0.6,4.369
LM,control,9/20/2018,7:10,0.0569,0.0816,31.2,1.2,1.2,50.533,40.532,95.4,-0.1835,18.1,0.6,0.6,4.381
LM,control,9/20/2018,7:20,0.0569,0.0816,93.7,1.2,1.2,50.445,40.579,95.7,-0.1835,58.1,3.1,3.1,4.454
LM,control,9/20/2018,7:30,0.0569,0.0816,133.7,1.2,1.2,50.356,41.601,95.3,-0.1835,79.4,4.4,4.4,4.43
LM,control,9/20/2018,7:40,0.0562,0.0816,221.2,3.7,3.7,50.311,42.939,95.2,-0.1835,131.9,8.1,8.1,4.418
LM,control,9/20/2018,7:50,0.0562,0.0824,488.7,11.2,11.2,50.223,45.217,95.9,-0.1835,311.9,19.4,21.9,4.418
LM,control,9/20/2018,8:00,0.0562,0.0824,346.2,8.7,8.7,50.18,46.886,94.5,-0.1835,203.1,13.1,14.4,4.442
LM,control,9/20/2018,8:10,0.0562,0.0816,311.2,6.2,6.2,50.18,46.436,94.5,-0.1835,176.9,11.9,11.9,4.418
LM,control,9/20/2018,8:20,0.0555,0.0824,676.2,16.2,18.7,50.18,48.049,93.8,-0.1835,396.9,26.9,30.6,4.418
LM,control,9/20/2018,8:30,0.0562,0.0816,346.2,8.7,8.7,50.223,48.583,89.7,-0.1835,185.6,11.9,13.1,4.4
LM,control,9/20/2018,8:40,0.0555,0.0824,786.2,21.2,23.7,50.311,49.737,92,-0.1835,434.4,30.6,34.4,4.418
LM,control,9/20/2018,8:50,0.0555,0.0831,1063.7,31.2,33.7,50.445,52.115,88.5,-0.1835,585.6,41.9,48.1,4.418
LM,control,9/20/2018,9:00,0.0555,0.0816,1018.7,28.7,31.2,50.576,51.984,83.9,-0.1835,540.6,39.4,44.4,4.4
LM,control,9/20/2018,9:10,0.0548,0.0809,786.2,21.2,23.7,50.709,51.678,84.9,-0.1835,399.4,28.1,33.1,4.418
LM,control,9/20/2018,9:20,0.0548,0.0809,1113.7,33.7,36.2,50.929,52.947,83.4,-0.1835,570.6,41.9,46.9,4.412
LM,control,9/20/2018,9:30,0.0548,0.0809,1078.7,31.2,33.7,51.148,53.166,82.6,-0.1835,543.1,39.4,44.4,4.4
LM,control,9/20/2018,9:40,0.054,0.0809,706.2,21.2,21.2,51.37,52.597,82.3,-0.1835,348.1,24.4,28.1,4.418
LM,control,9/20/2018,9:50,0.054,0.0816,1118.7,33.7,36.2,51.633,55.515,78.8,-0.1835,559.4,40.6,45.6,4.418
LM,control,9/20/2018,10:00,0.054,0.0824,1216.2,38.7,38.7,51.895,57.16,69.6,-0.1835,614.4,44.4,50.6,4.4
LM,control,9/20/2018,10:10,0.054,0.0831,1288.7,41.2,41.2,52.16,59.099,58.7,-0.1835,651.9,46.9,53.1,4.538
LM,control,9/20/2018,10:20,0.0533,0.0838,1316.2,41.2,43.7,52.466,59.616,51.9,-0.1835,665.6,48.1,54.4,4.418
LM,control,9/20/2018,10:30,0.054,0.0838,1363.7,43.7,43.7,52.817,59.659,50.8,-0.1835,684.4,50.6,55.6,4.406
LM,control,9/20/2018,10:40,0.0533,0.0853,1398.7,46.2,46.2,53.166,60.861,46.2,-0.1835,704.4,51.9,56.9,4.393
LM,control,9/20/2018,10:50,0.0533,0.0845,1436.2,46.2,46.2,53.602,61.248,45.8,-0.1835,720.6,51.9,56.9,4.418
LM,control,9/20/2018,11:00,0.0526,0.0853,1488.7,48.7,48.7,53.994,61.462,44.4,-0.1835,751.9,54.4,59.4,4.412
LM,control,9/20/2018,11:10,0.0526,0.0853,1506.2,48.7,48.7,54.43,61.934,41.2,-0.1835,756.9,53.1,59.4,4.4
LM,control,9/20/2018,11:20,0.0526,0.0853,1533.7,48.7,51.2,54.909,60.775,44.4,-0.1835,771.9,54.4,60.6,4.393
LM,control,9/20/2018,11:30,0.0526,0.086,1556.2,48.7,51.2,55.342,60.517,42,-0.1835,784.4,55.6,60.6,4.418
LM,control,9/20/2018,11:40,0.0519,0.086,1588.7,48.7,51.2,55.819,62.019,43.1,-0.1835,804.4,56.9,61.9,4.406
LM,control,9/20/2018,11:50,0.0519,0.0867,1618.7,51.2,51.2,56.251,63.262,37.6,-0.1835,815.6,58.1,61.9,4.4
LM,control,9/20/2018,12:00,0.0519,0.0867,1771.2,56.2,56.2,56.728,66.173,36.6,-0.1835,894.4,64.4,66.9,4.393
LM,control,9/20/2018,12:10,0.0519,0.0874,1843.7,58.7,58.7,57.204,65.316,36.7,-0.1835,933.1,65.6,68.1,4.418
LM,control,9/20/2018,12:20,0.0511,0.0874,1931.2,58.7,61.2,57.679,65.487,38.5,-0.1835,973.1,66.9,70.6,4.4
LM,control,9/20/2018,12:30,0.0511,0.0874,1768.7,53.7,56.2,58.109,62.577,40.8,-0.1835,879.4,59.4,64.4,4.4
LM,control,9/20/2018,12:40,0.0511,0.0874,323.7,8.7,8.7,58.582,61.075,41,-0.1835,146.9,9.4,10.6,4.393
LM,control,9/20/2018,12:50,0.0511,0.0882,1806.2,53.7,56.2,59.014,66.043,39.5,-0.1835,904.4,59.4,64.4,4.418
LM,control,9/20/2018,13:00,0.0504,0.0874,506.2,13.7,16.2,59.401,60.904,42.7,-0.1835,234.4,15.6,16.9,4.406
LM,control,9/20/2018,13:10,0.0504,0.0889,1711.2,48.7,53.7,59.745,65.745,38.8,-0.1835,846.9,54.4,59.4,4.4
LM,control,9/20/2018,13:20,0.0497,0.0896,1676.2,46.2,51.2,60.089,67.028,37.5,-0.1835,829.4,51.9,58.1,4.393
LM,control,9/20/2018,13:30,0.0497,0.0896,1761.2,48.7,53.7,60.433,65.959,38.2,-0.1835,878.1,55.6,61.9,4.442
LM,control,9/20/2018,13:40,0.0497,0.0904,1808.7,51.2,56.2,60.775,67.372,36.3,-0.1835,904.4,58.1,63.1,4.406
LM,control,9/20/2018,13:50,0.049,0.0904,1883.7,53.7,58.7,61.162,69.256,33.8,-0.1835,946.9,59.4,66.9,4.4
LM,control,9/20/2018,14:00,0.049,0.0911,1841.2,51.2,58.7,61.506,68.698,35.9,-0.1835,918.1,56.9,65.6,4.393
LM,control,9/20/2018,14:10,0.0482,0.0904,358.7,11.2,11.2,61.891,61.333,40,-0.1835,176.9,11.9,13.1,4.418
LM,control,9/20/2018,14:20,0.0482,0.0896,346.2,8.7,11.2,62.233,60.517,40.6,-0.1835,174.4,11.9,13.1,4.412
LM,control,9/20/2018,14:30,0.0475,0.0896,1693.7,46.2,53.7,62.533,61.162,42.2,-0.1835,836.9,50.6,60.6,4.4
LM,control,9/20/2018,14:40,0.0475,0.0904,1498.7,41.2,46.2,62.791,65.701,36.8,-0.1835,735.6,43.1,53.1,4.4
LM,control,9/20/2018,14:50,0.0475,0.0904,1428.7,38.7,43.7,62.919,65.872,36.7,-0.1835,701.9,40.6,49.4,4.538
LM,control,9/20/2018,15:00,0.0468,0.0904,1448.7,38.7,46.2,63.048,65.017,35,-0.1835,714.4,41.9,51.9,4.418
LM,control,9/20/2018,15:10,0.0468,0.0904,1386.2,36.2,43.7,63.176,66.472,34.2,-0.1835,685.6,39.4,50.6,4.4
LM,control,9/20/2018,15:20,0.046,0.0904,361.2,8.7,11.2,63.347,65.574,35.2,-0.1835,156.9,9.4,10.6,4.393
LM,control,9/20/2018,15:30,0.046,0.0904,1251.2,33.7,41.2,63.475,65.658,33.8,-0.1835,618.1,36.9,45.6,4.43
LM,control,9/20/2018,15:40,0.046,0.0904,1208.7,33.7,38.7,63.604,68.185,32,-0.1835,598.1,35.6,44.4,4.418
LM,control,9/20/2018,15:50,0.0453,0.0911,1161.2,33.7,36.2,63.732,66.429,30.9,-0.1835,574.4,35.6,43.1,4.4
LM,control,9/20/2018,16:00,0.0453,0.0904,1106.2,33.7,36.2,63.819,61.376,36,-0.1835,544.4,35.6,41.9,4.393
LM,control,9/20/2018,16:10,0.0453,0.0904,1081.2,33.7,36.2,63.946,65.959,32,-0.1835,535.6,36.9,41.9,4.514
LM,control,9/20/2018,16:20,0.0446,0.0904,236.2,6.2,6.2,63.99,64.632,32.7,-0.1835,94.4,5.6,6.9,4.418
LM,control,9/20/2018,16:30,0.0446,0.0904,933.7,28.7,31.2,64.033,65.53,32.4,-0.1835,464.4,34.4,39.4,4.4
LM,control,9/20/2018,16:40,0.0446,0.0896,836.2,26.2,28.7,64.033,66.6,31.7,-0.1835,415.6,30.6,36.9,4.442
LM,control,9/20/2018,16:50,0.0446,0.0896,771.2,23.7,28.7,64.033,66.043,30.3,-0.1835,381.9,29.4,34.4,4.393
